company,category,organization
GOOGLE VOOS,Viagem,$viagem/passagem
KIWI,Viagem,$viagem/passagem
EXPEDIA,Viagem,$viagem/passagem
ORBITZ,Viagem,$viagem/passagem
PRICELINE,Viagem,$viagem/passagem
ACCOR,Viagem,$viagem/hospedagem
IBIS,Viagem,$viagem/hospedagem
IBIS BUDGET,Viagem,$viagem/hospedagem
IBIS STYLES,Viagem,$viagem/hospedagem
MERCURE,Viagem,$viagem/hospedagem
NOVOTEL,Viagem,$viagem/hospedagem
ADAGIO,Viagem,$viagem/hospedagem
M GALLERY,Viagem,$viagem/hospedagem
HILTON,Viagem,$viagem/hospedagem
BLUE TREE HOTELS,Viagem,$viagem/hospedagem
BOURBON HOTELS,Viagem,$viagem/hospedagem
SLAVIERO HOTELS,Viagem,$viagem/hospedagem
INTERCITY HOTELS,Viagem,$viagem/hospedagem
TRANSAMERICA,Viagem,$viagem/hospedagem
NOBILE HOTELS,Viagem,$viagem/hospedagem
WYNDHAM,Viagem,$viagem/hospedagem
RADISSON,Viagem,$viagem/hospedagem
VILA GALE,Viagem,$viagem/hospedagem
BRISTOL HOTELS,Viagem,$viagem/hospedagem
POUSADA MARIA BONITA,Viagem,$viagem/hospedagem
POUSADA DO RIO QUENTE,Viagem,$viagem/hospedagem
PLAZA HOTELS,Viagem,$viagem/hospedagem
OYO HOTELS,Viagem,$viagem/hospedagem
LINX HOTELS,Viagem,$viagem/hospedagem
ATLANTICA HOTELS,Viagem,$viagem/hospedagem
LAGHETTO HOTELS,Viagem,$viagem/hospedagem
LIZON HOTELS,Viagem,$viagem/hospedagem
SERRANO RESORT,Viagem,$viagem/hospedagem
HOTEL FAZENDA DONA FRANCISCA,Viagem,$viagem/hospedagem
HOTEL FAZENDA FLORAL,Viagem,$viagem/hospedagem
MABU THERMAS GRAND RESORT,Viagem,$viagem/hospedagem
CASA GRANDE HOTEL,Viagem,$viagem/hospedagem
PORTOBELLO RESORT,Viagem,$viagem/hospedagem
LE CANTON,Viagem,$viagem/hospedagem
HOTEL CONTINENTAL,Viagem,$viagem/hospedagem
HOTEL DAN INN,Viagem,$viagem/hospedagem
HOTEL VITORIA,Viagem,$viagem/hospedagem
HOTEL SAN RAPHAEL,Viagem,$viagem/hospedagem
HOTEL ESTANCIA,Viagem,$viagem/hospedagem
HOTEL FAZENDA VILA VELHA,Viagem,$viagem/hospedagem
HOTEL FAZENDA MONTE CRISTO,Viagem,$viagem/hospedagem
POUSADA DO SOSSÉGO,Viagem,$viagem/hospedagem
POUSADA DO TOQUE,Viagem,$viagem/hospedagem
HOTEL COLLINE DE FRANCE,Viagem,$viagem/hospedagem
HOTEL RENAISSANCE,Viagem,$viagem/hospedagem
HOTEL NACIONAL INN,Viagem,$viagem/hospedagem
HOTEL MANACÁ,Viagem,$viagem/hospedagem
HOTEL LUZEIROS,Viagem,$viagem/hospedagem
HOTEL TULIP INN,Viagem,$viagem/hospedagem
HOTEL BELLAGIO,Viagem,$viagem/hospedagem
MARRIOTT,Viagem,$viagem/hospedagem
RITZ CARLTON,Viagem,$viagem/hospedagem
HYATT,Viagem,$viagem/hospedagem
INTERCONTINENTAL,Viagem,$viagem/hospedagem
HOLIDAY INN,Viagem,$viagem/hospedagem
FOUR SEASONS,Viagem,$viagem/hospedagem
SHERATON,Viagem,$viagem/hospedagem
WESTIN,Viagem,$viagem/hospedagem
MANDARIN ORIENTAL,Viagem,$viagem/hospedagem
SOFITEL,Viagem,$viagem/hospedagem
TRYP HOTELS,Viagem,$viagem/hospedagem
NH HOTELS,Viagem,$viagem/hospedagem
MELIA,Viagem,$viagem/hospedagem
THE PENINSULA,Viagem,$viagem/hospedagem
ST REGIS,Viagem,$viagem/hospedagem
HAMPTON BY HILTON,Viagem,$viagem/hospedagem
BEST WESTERN,Viagem,$viagem/hospedagem
COMFORT INN,Viagem,$viagem/hospedagem
CLARION,Viagem,$viagem/hospedagem
CROWNE PLAZA,Viagem,$viagem/hospedagem
FAIRMONT,Viagem,$viagem/hospedagem
PARK HYATT,Viagem,$viagem/hospedagem
GRAND HYATT,Viagem,$viagem/hospedagem
KEMPINSKI,Viagem,$viagem/hospedagem
ROYAL TULIP,Viagem,$viagem/hospedagem
TAJ HOTELS,Viagem,$viagem/hospedagem
THE LANGHAM,Viagem,$viagem/hospedagem
RADISSON BLU,Viagem,$viagem/hospedagem
SCANDIC HOTELS,Viagem,$viagem/hospedagem
PREMIER INN,Viagem,$viagem/hospedagem
CITIZENM,Viagem,$viagem/hospedagem
WYNDHAM GRAND,Viagem,$viagem/hospedagem
HARD ROCK HOTEL,Viagem,$viagem/hospedagem
LEGOLAND HOTELS,Viagem,$viagem/hospedagem
EVEN HOTELS,Viagem,$viagem/hospedagem
TRAVELODGE,Viagem,$viagem/hospedagem
IBIS WORLDWIDE,Viagem,$viagem/hospedagem
NOVOTEL WORLDWIDE,Viagem,$viagem/hospedagem
LUXURY COLLECTION,Viagem,$viagem/hospedagem
BELMOND HOTELS,Viagem,$viagem/hospedagem
SIX SENSES HOTELS,Viagem,$viagem/hospedagem
SELINA HOTELS,Viagem,$viagem/hospedagem
HOSTELWORLD,Viagem,$viagem/hospedagem
AIRBNB,Viagem,$viagem/hospedagem
VRBO,Viagem,$viagem/hospedagem
BOOKING.COM,Viagem,$viagem/hospedagem
HOTELS.COM,Viagem,$viagem/hospedagem
AGODA,Viagem,$viagem/hospedagem
EXPEDIA HOTELS,Viagem,$viagem/hospedagem
HILTON GARDEN INN,Viagem,$viagem/hospedagem
CINEMARK,Lazer,$lazer/lazer
CINESYSTEM,Lazer,$lazer/lazer
CINEPOLIS,Lazer,$lazer/lazer
UCI CINEMAS,Lazer,$lazer/lazer
CINE A,Lazer,$lazer/lazer
CINEARTE,Lazer,$lazer/lazer
CINEMAGIC,Lazer,$lazer/lazer
MOVIECOM,Lazer,$lazer/lazer
ARAUJO CINE,Lazer,$lazer/lazer
CINEFLIX,Lazer,$lazer/lazer
CINE LASER,Lazer,$lazer/lazer
CINE SERCLA,Lazer,$lazer/lazer
CINE METROPOLE,Lazer,$lazer/lazer
CINE ESTACAO,Lazer,$lazer/lazer
CINEMA PETROBRAS,Lazer,$lazer/lazer
TEATRO MUNICIPAL,Lazer,$lazer/lazer
TEATRO BRADESCO,Lazer,$lazer/lazer
TEATRO RENAULT,Lazer,$lazer/lazer
TEATRO SANTANDER,Lazer,$lazer/lazer
TEATRO OPUS,Lazer,$lazer/lazer
TEATRO RIVAL,Lazer,$lazer/lazer
TEATRO GUAIRA,Lazer,$lazer/lazer
TEATRO JOSE DE ALENCAR,Lazer,$lazer/lazer
TEATRO AMAZONAS,Lazer,$lazer/lazer
TEATRO CASTRO ALVES,Lazer,$lazer/lazer
TEATRO SESI,Lazer,$lazer/lazer
TEATRO DO SESC,Lazer,$lazer/lazer
TEATRO DA VILA,Lazer,$lazer/lazer
CENTRO CULTURAL BANCO DO BRASIL,Lazer,$lazer/lazer
INSTITUTO MOREIRA SALLES,Lazer,$lazer/lazer
INGRESSO RAPIDO,Lazer,$lazer/lazer
SYMPLA,Lazer,$lazer/lazer
TICKET360,Lazer,$lazer/lazer
UHUU,Lazer,$lazer/lazer
EVENTIM,Lazer,$lazer/lazer
BLUE TICKET,Lazer,$lazer/lazer
CLUB DO INGRESSO,Lazer,$lazer/lazer
FUNDO DE QUINTAL EVENTOS,Lazer,$lazer/lazer
INTI,Lazer,$lazer/lazer
MEUINGRESSO,Lazer,$lazer/lazer
PIXEL TICKET,Lazer,$lazer/lazer
BILHETE DIGITAL,Lazer,$lazer/lazer
ALI INGRESSOS,Lazer,$lazer/lazer
SHOWPASS,Lazer,$lazer/lazer
TICKET FOLIA,Lazer,$lazer/lazer
ESPACO UNIMED,Lazer,$lazer/lazer
AUDIO SP,Lazer,$lazer/lazer
VIBRA SAO PAULO,Lazer,$lazer/lazer
CIRCO VOADOR,Lazer,$lazer/lazer
FUNDICAO PROGRESSO,Lazer,$lazer/lazer
MARINA DA GLORIA,Lazer,$lazer/lazer
BOURBON STREET,Lazer,$lazer/lazer
LAPA 40 GRAUS,Lazer,$lazer/lazer
CREDICARD HALL,Lazer,$lazer/lazer
HSBC BRASIL,Lazer,$lazer/lazer
CASA NATURA MUSICAL,Lazer,$lazer/lazer
MORUMBI STADIUM,Lazer,$lazer/lazer
ALLIANZ PARQUE,Lazer,$lazer/lazer
JEUNESSE ARENA,Lazer,$lazer/lazer
THEATRO NET,Lazer,$lazer/lazer
ETO CARRERO WORLD,Lazer,$lazer/lazer
HOT PARK,Lazer,$lazer/lazer
BEACH PARK,Lazer,$lazer/lazer
WET N WILD,Lazer,$lazer/lazer
HOPI HARI,Lazer,$lazer/lazer
PARQUE DA MONICA,Lazer,$lazer/lazer
ECO PARQUE ARRAIAL,Lazer,$lazer/lazer
MAGIC CITY,Lazer,$lazer/lazer
THERMAS DOS LARANJAIS,Lazer,$lazer/lazer
RIO QUENTE RESORTS,Lazer,$lazer/lazer
PARQUE IBIRAPUERA,Lazer,$lazer/lazer
PARQUE LAGE,Lazer,$lazer/lazer
JARDIM BOTANICO,Lazer,$lazer/lazer
PARQUE DAS AVES,Lazer,$lazer/lazer
PARQUE NACIONAL DO IGUACU,Lazer,$lazer/lazer
PANTANAL SAFARI,Lazer,$lazer/lazer
PARQUE DA CIDADE,Lazer,$lazer/lazer
PARQUE DO CARMO,Lazer,$lazer/lazer
PEDRA AZUL ECOPARK,Lazer,$lazer/lazer
CATARATAS DO IGUACU,Lazer,$lazer/lazer
MUSEU DO AMANHA,Lazer,$lazer/lazer
MUSEU DE ARTE DE SAO PAULO,Lazer,$lazer/lazer
MUSEU DE ARTE MODERNA,Lazer,$lazer/lazer
PINACOTECA,Lazer,$lazer/lazer
MUSEU CATAVENTO,Lazer,$lazer/lazer
MUSEU NACIONAL,Lazer,$lazer/lazer
MUSEU DE CIENCIAS E TECNOLOGIA,Lazer,$lazer/lazer
MUSEU DA LINGUA PORTUGUESA,Lazer,$lazer/lazer
MUSEU DO IPIRANGA,Lazer,$lazer/lazer
MUSEU OSCAR NIEMEYER,Lazer,$lazer/lazer
MUSEU AFRO BRASIL,Lazer,$lazer/lazer
AQUARIO DE SAO PAULO,Lazer,$lazer/lazer
AQUARIO NATAL,Lazer,$lazer/lazer
AQUARIO DE UBATUBA,Lazer,$lazer/lazer
AQUARIO DE ITAJAI,Lazer,$lazer/lazer
AQUARIO DE PERNAMBUCO,Lazer,$lazer/lazer
AQUARIO DE BONITO,Lazer,$lazer/lazer
MUSEU MARITIMO,Lazer,$lazer/lazer
PLANETARIO DO RIO,Lazer,$lazer/lazer
OBSERVATORIO DO VALONGO,Lazer,$lazer/lazer
ABASTECE AI,Transporte,$transporte/combustivel
DOM PEDRO BETIM 2,Transporte,$transporte/combustivel
AUTO POSTO BRASIL,Transporte,$transporte/combustivel
POSTO DA PRACA,Transporte,$transporte/combustivel
POSTO BOA VISTA,Transporte,$transporte/combustivel
AUTO POSTO CONFIANCA SHOPPING,Transporte,$transporte/combustivel
AXXION 1,Transporte,$transporte/combustivel
AUTO POSTO OLIVEIRA,Transporte,$transporte/combustivel
REDE DE POSTOS MONTE CARLO,Transporte,$transporte/combustivel
POSTO DUARTE II,Transporte,$transporte/combustivel
GRAN JK,Transporte,$transporte/combustivel
PETROSULD AUTO POSTO,Transporte,$transporte/combustivel
POSTO AVENIDA,Transporte,$transporte/combustivel
POSTO BRASOL,Transporte,$transporte/combustivel
POSTO SONHO MEU,Transporte,$transporte/combustivel
AUTO POSTO 77,Transporte,$transporte/combustivel
AUTO POSTO PREMIUM,Transporte,$transporte/combustivel
POSTO SERIEMA,Transporte,$transporte/combustivel
POSTO SANTA LUCIA,Transporte,$transporte/combustivel
POSTO F & F III,Transporte,$transporte/combustivel
POSTO 381,Transporte,$transporte/combustivel
ECCO POSTO,Transporte,$transporte/combustivel
MARAJO SAO SIMAO,Transporte,$transporte/combustivel
AUTO POSTO BORGES,Transporte,$transporte/combustivel
DISTRIBUIDORA DE COMBUSTIVEIS GRUPO GNOVA,Transporte,$transporte/combustivel
AUTO POSTO CENTRAL,Transporte,$transporte/combustivel
POSTO BENEDETTI,Transporte,$transporte/combustivel
POSTO LUIZ GUERRA,Transporte,$transporte/combustivel
ECONOMICO AUTO-POSTO,Transporte,$transporte/combustivel
AGUIAR CARDOSO,Transporte,$transporte/combustivel
POSTO SAO JOAO BATISTA III,Transporte,$transporte/combustivel
SIM - REDE DE POSTOS,Transporte,$transporte/combustivel
POSTO AGUIA,Transporte,$transporte/combustivel
JB COMBUSTIVEIS,Transporte,$transporte/combustivel
POSTO MIX,Transporte,$transporte/combustivel
POSTO CAMPEAO ARX,Transporte,$transporte/combustivel
POSTO DO LIBERATO,Transporte,$transporte/combustivel
ABASTECA BEM,Transporte,$transporte/combustivel
JPT COMBUSTIVEIS,Transporte,$transporte/combustivel
POSTO REAL DOIS,Transporte,$transporte/combustivel
POSTO AM,Transporte,$transporte/combustivel
POSTO VIADUTO,Transporte,$transporte/combustivel
REDE OPOSTO,Transporte,$transporte/combustivel
AGRO POSTO,Transporte,$transporte/combustivel
AUTO POSTO GALBANO,Transporte,$transporte/combustivel
AUTO POSTO ANCORA,Transporte,$transporte/combustivel
POSTO MINACAO,Transporte,$transporte/combustivel
POSTO GONCALVES DIAS,Transporte,$transporte/combustivel
AUTO POSTO 370 I,Transporte,$transporte/combustivel
POSTO TRES MARIAS,Transporte,$transporte/combustivel
SANTA RITA,Transporte,$transporte/combustivel
PONTAO GR,Transporte,$transporte/combustivel
AUTO POSTO JURUPETRO,Transporte,$transporte/combustivel
AUTO POSTO ITASUL,Transporte,$transporte/combustivel
POSTO FROES,Transporte,$transporte/combustivel
POSTO JORGINHO,Transporte,$transporte/combustivel
POSTO EVEREST,Transporte,$transporte/combustivel
POSTO AMANHECER COM CRISTO,Transporte,$transporte/combustivel
AUTO POSTO RORAIMINAS,Transporte,$transporte/combustivel
POSTO FAMILIA,Transporte,$transporte/combustivel
POSTO 3R II,Transporte,$transporte/combustivel
POSTO SALINAS,Transporte,$transporte/combustivel
POSTO MARIANA,Transporte,$transporte/combustivel
MEU POSTO,Transporte,$transporte/combustivel
AUTO POSTO CANAA,Transporte,$transporte/combustivel
AUTO POSTO ISABEL,Transporte,$transporte/combustivel
AUTO POSTO PLANETA,Transporte,$transporte/combustivel
POSTO SANTA CLARA II,Transporte,$transporte/combustivel
POSTO TOPAZIO,Transporte,$transporte/combustivel
AUTO POSTO PREMIUM VII,Transporte,$transporte/combustivel
KAKA AUTO POSTO,Transporte,$transporte/combustivel
POSTO SCAFF,Transporte,$transporte/combustivel
POSTO 22 DE ABRIL,Transporte,$transporte/combustivel
POSTO JARJOUR 206 NORTE,Transporte,$transporte/combustivel
POSTO JARJOUR TAGUATINGA,Transporte,$transporte/combustivel
POSTO HUASH III,Transporte,$transporte/combustivel
POSTO VERDES CAMPOS,Transporte,$transporte/combustivel
KURUJAO 91,Transporte,$transporte/combustivel
AUTO POSTO SANTO ANTONIO,Transporte,$transporte/combustivel
POSTO MACRO,Transporte,$transporte/combustivel
POSTO TRIANGULO,Transporte,$transporte/combustivel
AUTO POSTO NICOLODI,Transporte,$transporte/combustivel
POSTO PARAISO,Transporte,$transporte/combustivel
POSTO BEIRA RIO,Transporte,$transporte/combustivel
PETRO SUL,Transporte,$transporte/combustivel
POSTO SAO GERALDO,Transporte,$transporte/combustivel
POSTO CAICARA,Transporte,$transporte/combustivel
O POSTINHO 04,Transporte,$transporte/combustivel
POSTO REFORCO 8,Transporte,$transporte/combustivel
NAD COMERCIO DE COMBUSTIVEIS,Transporte,$transporte/combustivel
POSTO VELHO CHICO,Transporte,$transporte/combustivel
POSTO CONTEC,Transporte,$transporte/combustivel
AUTOPOSTO AGROVIA,Transporte,$transporte/combustivel
POSTO JACUIPE,Transporte,$transporte/combustivel
POSTO SG,Transporte,$transporte/combustivel
POSTO MURICI,Transporte,$transporte/combustivel
AUTO POSTO ESQUINA 3,Transporte,$transporte/combustivel
POSTO PHB,Transporte,$transporte/combustivel
VILELA 02,Transporte,$transporte/combustivel
POSTO PREMIUM PASSEIO DAS AGUAS,Transporte,$transporte/combustivel
AUTO POSTO TORORO,Transporte,$transporte/combustivel
TIMBO,Transporte,$transporte/combustivel
POSTO PETROLINO,Transporte,$transporte/combustivel
DEL CARMEN DE LA GALICIA,Transporte,$transporte/combustivel
POSTO MARIMBONDO,Transporte,$transporte/combustivel
POSTO MARACUJA,Transporte,$transporte/combustivel
AUTO POSTO COQUEIRINHO,Transporte,$transporte/combustivel
POSTO VITORIA,Transporte,$transporte/combustivel
POSTO FREEWAY RECREIO,Transporte,$transporte/combustivel
AUTO POSTO LUZIANIA,Transporte,$transporte/combustivel
GRUPO TAMANDARE,Transporte,$transporte/combustivel
RPM COMBUSTIVEIS,Transporte,$transporte/combustivel
SUPER POSTO CAPIVARA,Transporte,$transporte/combustivel
POSTO SILVEIRA,Transporte,$transporte/combustivel
AUTO POSTO SANTA GEMMA,Transporte,$transporte/combustivel
POSTO LAGO AZUL,Transporte,$transporte/combustivel
POSTO MANIA,Transporte,$transporte/combustivel
AUTO POSTO JB,Transporte,$transporte/combustivel
POSTO CENTRAL,Transporte,$transporte/combustivel
AUTO POSTO PETER PAN,Transporte,$transporte/combustivel
POSTO TRES BARRAS,Transporte,$transporte/combustivel
POSTO ALBATROZ,Transporte,$transporte/combustivel
POSTO COSTA,Transporte,$transporte/combustivel
POSTO BELA VISTA,Transporte,$transporte/combustivel
FLORIDA CONSTRUCOES E EMPREENDIMENTOS,Transporte,$transporte/combustivel
POSTO TAMBORIL,Transporte,$transporte/combustivel
CANADA COMBUSTIVEIS,Transporte,$transporte/combustivel
POSTO SAO JOSE,Transporte,$transporte/combustivel
ANCHIETA,Transporte,$transporte/combustivel
POSTO ALVORADA,Transporte,$transporte/combustivel
POSTO SAO SEBASTIAO DA ALDEIA III,Transporte,$transporte/combustivel
ECONOPETRO COMBUSTIVEIS E SERVICOS,Transporte,$transporte/combustivel
POSTO UM,Transporte,$transporte/combustivel
POSTO RONDON,Transporte,$transporte/combustivel
AUTO POSTO BURITI,Transporte,$transporte/combustivel
AUTO POSTO CANAPOLIS,Transporte,$transporte/combustivel
AEROPOSTO,Transporte,$transporte/combustivel
AUTO POSTO KANITZ,Transporte,$transporte/combustivel
POSTO RETORNO,Transporte,$transporte/combustivel
COMERCIAL SANTO ANTONIO,Transporte,$transporte/combustivel
AUTO POSTO KARAJA,Transporte,$transporte/combustivel
POSTO BR NORDESTE,Transporte,$transporte/combustivel
AUTO POSTO PIRANGI,Transporte,$transporte/combustivel
POSTO LIDER 2,Transporte,$transporte/combustivel
POSTO RANCHO ALEGRE,Transporte,$transporte/combustivel
POSTO SERRA DOURADA,Transporte,$transporte/combustivel
POSTO PAMPEANO II,Transporte,$transporte/combustivel
PETRO BULL,Transporte,$transporte/combustivel
AUTO POSTO EDSON ARAUJO,Transporte,$transporte/combustivel
POSTO CENTRO OESTE,Transporte,$transporte/combustivel
AUTO POSTO ESQUINA,Transporte,$transporte/combustivel
POSTO PARREIRA,Transporte,$transporte/combustivel
POSTO MANAIRA,Transporte,$transporte/combustivel
REDE BRASIL,Transporte,$transporte/combustivel
ACACIA CONVENIENCIAS,Transporte,$transporte/combustivel
GAS COMPANY,Transporte,$transporte/combustivel
POSTO SHOPPING,Transporte,$transporte/combustivel
AUTO POSTO SAO JOAO - TABOCAL,Transporte,$transporte/combustivel
POSTO PALMELO,Transporte,$transporte/combustivel
POSTO AMERICA,Transporte,$transporte/combustivel
MULTI OLEO,Transporte,$transporte/combustivel
AUTO POSTO SAO JORGE,Transporte,$transporte/combustivel
POSTO CENTENARIO,Transporte,$transporte/combustivel
POSTO ESTACAO,Transporte,$transporte/combustivel
POSTO SINOS,Transporte,$transporte/combustivel
"AV IGUACU, S/NO",Transporte,$transporte/combustivel
POSTO MARINA VEROLME,Transporte,$transporte/combustivel
RODO RANCHO,Transporte,$transporte/combustivel
ORGANIZACAO ULIANA,Transporte,$transporte/combustivel
POSTO JJ,Transporte,$transporte/combustivel
AUTO POSTO CASTELAO,Transporte,$transporte/combustivel
POSTO TREVAO,Transporte,$transporte/combustivel
AUTO POSTO TIAO PEIXOTO,Transporte,$transporte/combustivel
POSTO RODOVIARIA,Transporte,$transporte/combustivel
POSTO DIARIO DE NOTICIAS,Transporte,$transporte/combustivel
MOBIGAS,Transporte,$transporte/combustivel
POSTO LUMAX,Transporte,$transporte/combustivel
ABASTECEDORA SAO PAULO,Transporte,$transporte/combustivel
POSTO CANINDE,Transporte,$transporte/combustivel
POSTO NAVEGANTES,Transporte,$transporte/combustivel
AUTO POSTO BRAVO,Transporte,$transporte/combustivel
POSTO GLENDA,Transporte,$transporte/combustivel
ROTA PETROLEO,Transporte,$transporte/combustivel
AUTO POSTO CAXIAS,Transporte,$transporte/combustivel
POSTO BERRIEL,Transporte,$transporte/combustivel
POSTO GENERAL SAMPAIO,Transporte,$transporte/combustivel
NOVO MILENIO,Transporte,$transporte/combustivel
AUTO POSTO ECOLOGICO,Transporte,$transporte/combustivel
AUTO POSTO MUCAJAI,Transporte,$transporte/combustivel
POSTO SAO MIGUEL,Transporte,$transporte/combustivel
POSTO ALFAVILLE,Transporte,$transporte/combustivel
AUTO POSTO LIDER,Transporte,$transporte/combustivel
POSTO CAROLINA,Transporte,$transporte/combustivel
F REIS PECAS,Transporte,$transporte/combustivel
POSTO PIRES BELO,Transporte,$transporte/combustivel
POSTO SAO CARLOS,Transporte,$transporte/combustivel
AUTO POSTO SAO JOSE,Transporte,$transporte/combustivel
POSTO SAO CRISTOVAO II,Transporte,$transporte/combustivel
REDE PRESTES,Transporte,$transporte/combustivel
AUTO POSTO MONTE CASTELO,Transporte,$transporte/combustivel
BANCO MERCANTIL,Transporte,$transporte/financiamento
BANCO ITAU S/A,Transporte,$transporte/financiamento
BANCO BMG S.A.,Transporte,$transporte/financiamento
BANCO SANTANDER,Transporte,$transporte/financiamento
BANCO DIGITAL TRIBANK,Transporte,$transporte/financiamento
BANCO TOPAZIO,Transporte,$transporte/financiamento
BANCO CARGILL,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A,Transporte,$transporte/financiamento
BANCO DO NORDESTE DO BRASIL S/A,Transporte,$transporte/financiamento
BANCO CRUZEIRO DO SUL S/A,Transporte,$transporte/financiamento
BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.,Transporte,$transporte/financiamento
BANCO DO BRASIL S.A./CENTRO ADMINISTRATIVO - JOAO PESSO,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - SALVATERRA,Transporte,$transporte/financiamento
BANCO DO NORDESTE,Transporte,$transporte/financiamento
BANCO BMG S.A,Transporte,$transporte/financiamento
BANCO SOFISA S/A,Transporte,$transporte/financiamento
BANCO SANTANDER MERIDIONAL S.A.,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AG. SAO GERALDO DO ARAGUAIA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - BUJARU,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - FLORESTA DO ARAGUAIA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - MELGACO,Transporte,$transporte/financiamento
BANCO PAN SA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A - SAO FELIX DO XINGU,Transporte,$transporte/financiamento
BANCO DO ESTADO DO RIO GRANDE DO SUL,Transporte,$transporte/financiamento
BANCO RABOBANK INTERNATIONAL BRASIL S/A,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - RUROPOLIS/PA,Transporte,$transporte/financiamento
BANCO SOFISA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A. AG. PICARRA,Transporte,$transporte/financiamento
BANCO BTG PACTUAL S.A. AGENCIA ZOOP,Transporte,$transporte/financiamento
BANCO CRIZEIRO DO SUL,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A. AG. NOVA TIMBOTEUA,Transporte,$transporte/financiamento
BANCO DO NORDESTE DO BRASIL,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AG. MAGALHAES BARATA,Transporte,$transporte/financiamento
BANCO DAYCOVAL,Transporte,$transporte/financiamento
BANCO DO NORDESTE DO BRASIL S.A.,Transporte,$transporte/financiamento
BANCO DO NORDESTE DO BRASIL S.A,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AGENCIA MARAPANIM,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AGENCIA SOURE,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AGENCIA ITAITUBA CIDADE ALTA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AGENCIA LIMOEIRO DO AJURU,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AFUA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AG. CONCEICAO DO ARAGUAIA,Transporte,$transporte/financiamento
BANCO BMG SA,Transporte,$transporte/financiamento
BANCO MAZE BANK S.A.,Transporte,$transporte/financiamento
BANCO BRADESCO ARGENTINA S.A.,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA AG - CACHOEIRA DO PIRIA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO RIO GRANDE DO SUL S.A,Transporte,$transporte/financiamento
BANCO DO NORDESTE DO BRASIL SA - AGENCIA DE TUTOIA,Transporte,$transporte/financiamento
BANCO DE BRASILIA - BRB,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - ANAJAS,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AG. SAO CAETANO DE ODIVELAS,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AGENCIA OURILANDIA DO NORTE,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AGUA AZUL DO NORTE,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - ANAPU,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A. AG - TERRA ALTA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A - AG. ABEL FIGUEIREDO,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - QUATRO BOCAS,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - IPIXUNA DO PARA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - CUMARU DO NORTE,Transporte,$transporte/financiamento
BANCO BTG PACTUAL S.A. AGENCIA BAAS,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A. AG - NOVA IPIXUNA,Transporte,$transporte/financiamento
BANCO BTG PACTUAL S.A. BTG+ BUSINESS,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - AGENCIA PONTA DE PEDRAS,Transporte,$transporte/financiamento
BANCO DAYCOVAL S A,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - BREJO GRANDE DO ARAGUAIA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA - SANTO ANTONIO DO TAUA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A - AUGUSTO CORREA,Transporte,$transporte/financiamento
BANCO ITAU S.A.,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A AG SAO DOMINGOS DO ARAGUAIA,Transporte,$transporte/financiamento
BANCO DO ESTADO DO PARA S/A - TRACUATEUA,Transporte,$transporte/financiamento
BANCO DO NORDESTA S.A.,Transporte,$transporte/financiamento
BANCO FENICIA S/A,Transporte,$transporte/financiamento
BANCO DIGIMAIS,Transporte,$transporte/financiamento
BANCO DIRETO SPAULO SP,Transporte,$transporte/financiamento
BANCO BTG PACTUAL S.A. AQUICARD,Transporte,$transporte/financiamento
